assessment,year,countrycode,grade,male,subgroup,n_score_timss_math,m_score_timss_math,se_score_timss_math,n_score_timss_scie,m_score_timss_scie,se_score_timss_scie,n_sdg411_scie,m_sdg411_scie,se_sdg411_scie,n_sdg411_math,m_sdg411_math,se_sdg411_math,n_total,n_bul_pv,n_bul_ev_all,n_bul_ev_o,n_bul_ev_trad,n_bul_any,n_bul_c_all
TIMSS,2023,KOR,8,1,bul_ev_o=0,1898,600.43591,3.4874775,1898,550.96436,2.8861938,1898,.81283504,.011558564,1898,.87958074,.0090616699,2129,396,862,231,839,876,541
TIMSS,2023,KOR,8,1,bul_ev_o=1,231,586.84753,8.0862112,231,523.34424,7.4052505,231,.72295785,.035081614,231,.82798481,.028244926,2129,396,862,231,839,876,541
TIMSS,2023,KOR,8,1,bul_ev_trad=0,1290,598.60095,3.9464381,1290,550.84436,3.1650441,1290,.79834521,.013189668,1290,.86961776,.012111719,2129,396,862,231,839,876,541
TIMSS,2023,KOR,8,1,bul_ev_trad=1,839,599.57007,4.2814655,839,543.78058,3.8252878,839,.81064385,.018690119,839,.88079417,.012917286,2129,396,862,231,839,876,541
TIMSS,2023,KOR,8,1,bul_pv=0,1733,599.90009,3.5845664,1733,549.86597,2.7534044,1733,.80741137,.011205421,1733,.88061178,.0096716573,2129,396,862,231,839,876,541
TIMSS,2023,KOR,8,1,bul_pv=1,396,594.97369,7.2113962,396,539.90265,5.538693,396,.78498226,.027228819,396,.84534508,.024172941,2129,396,862,231,839,876,541
TIMSS,2023,KWT,4,0,all,2319,378.13974,6.3019171,2319,383.13074,6.7121339,2319,.45468801,.025120726,2319,.42426604,.023360256,2319,941,1453,556,1420,1453,524
TIMSS,2023,KWT,4,0,bul_any=1,1453,369.79935,6.6756721,1453,374.29465,6.5863576,1453,.42456195,.026274992,1453,.38954243,.027112313,2319,941,1453,556,1420,1453,524
TIMSS,2023,KWT,4,0,bul_c_all=0,1795,381.98572,6.5837822,1795,386.73291,7.3332677,1795,.46809053,.02663186,1795,.43729478,.025403913,2319,941,1453,556,1420,1453,524
TIMSS,2023,KWT,4,0,bul_c_all=1,524,361.49667,19.948854,524,367.54269,20.386457,524,.39669001,.072872438,524,.36788556,.07822831,2319,941,1453,556,1420,1453,524
TIMSS,2023,KWT,4,0,bul_ev_all=0,866,391.88031,7.9720225,866,397.6879,9.3161964,866,.50431979,.033029456,866,.4814721,.02994789,2319,941,1453,556,1420,1453,524
TIMSS,2023,KWT,4,0,bul_ev_all=1,1453,369.79935,6.6756721,1453,374.29465,6.5863576,1453,.42456195,.026274992,1453,.38954243,.027112313,2319,941,1453,556,1420,1453,524
TIMSS,2023,KWT,4,0,bul_ev_o=0,1763,392.07422,6.5987864,1763,399.15036,7.0515628,1763,.51304895,.027268596,1763,.48000038,.024602637,2319,941,1453,556,1420,1453,524
TIMSS,2023,KWT,4,0,bul_ev_o=1,556,331.73343,8.3139324,556,329.78012,9.5933952,556,.26032695,.03489187,556,.23865248,.028275086,2319,941,1453,556,1420,1453,524
TIMSS,2023,KWT,4,0,bul_ev_trad=0,899,391.54825,7.8828034,899,397.69839,9.2023115,899,.50477403,.032622959,899,.47946221,.029743051,2319,941,1453,556,1420,1453,524
TIMSS,2023,KWT,4,0,bul_ev_trad=1,1420,369.47391,6.8430657,1420,373.71573,6.7006507,1420,.42231771,.026930066,1420,.38859308,.027433299,2319,941,1453,556,1420,1453,524
TIMSS,2023,KWT,4,0,bul_pv=0,1378,385.8504,6.6698065,1378,391.03833,7.429718,1378,.47810063,.02765177,1378,.45166168,.025337167,2319,941,1453,556,1420,1453,524
TIMSS,2023,KWT,4,0,bul_pv=1,941,366.39908,7.7184925,941,371.09018,8.1013832,941,.41903871,.032645915,941,.38255194,.030945623,2319,941,1453,556,1420,1453,524
TIMSS,2023,KWT,4,1,all,2167,385.90869,6.3120737,2167,363.25793,7.8979397,2167,.40582338,.024396636,2167,.4774372,.022333786,2167,1166,1573,735,1545,1573,959
TIMSS,2023,KWT,4,1,bul_any=1,1573,377.82895,6.6181059,1573,355.53433,7.9473076,1573,.37356192,.026969865,1573,.44318017,.025391016,2167,1166,1573,735,1545,1573,959
TIMSS,2023,KWT,4,1,bul_c_all=0,1208,410.16592,8.047946,1208,391.32739,10.677579,1208,.49198928,.034772445,1208,.56821412,.027940936,2167,1166,1573,735,1545,1573,959
TIMSS,2023,KWT,4,1,bul_c_all=1,959,361.56396,9.8738317,959,335.08728,12.111341,959,.31934682,.037099693,959,.38633305,.036085952,2167,1166,1573,735,1545,1573,959
TIMSS,2023,KWT,4,1,bul_ev_all=0,594,407.7319,9.424284,594,384.11929,11.394978,594,.49296114,.034206852,594,.56996495,.034920931,2167,1166,1573,735,1545,1573,959
TIMSS,2023,KWT,4,1,bul_ev_all=1,1573,377.82895,6.6181059,1573,355.53433,7.9473076,1573,.37356192,.026969865,1573,.44318017,.025391016,2167,1166,1573,735,1545,1573,959
TIMSS,2023,KWT,4,1,bul_ev_o=0,1432,407.52728,6.3354602,1432,389.04669,8.1164379,1432,.49219209,.025414942,1432,.55840683,.023156328,2167,1166,1573,735,1545,1573,959
TIMSS,2023,KWT,4,1,bul_ev_o=1,735,345.40894,8.3761187,735,314.94592,9.6299381,735,.24402238,.031309806,735,.32575077,.034466874,2167,1166,1573,735,1545,1573,959
TIMSS,2023,KWT,4,1,bul_ev_trad=0,622,407.53445,9.1525812,622,383.38434,11.002381,622,.48503688,.034128457,622,.56338805,.034240603,2167,1166,1573,735,1545,1573,959
TIMSS,2023,KWT,4,1,bul_ev_trad=1,1545,377.38409,6.6196842,1545,355.32437,7.9347625,1545,.3745985,.026627662,1545,.44355655,.025256606,2167,1166,1573,735,1545,1573,959
TIMSS,2023,KWT,4,1,bul_pv=0,1001,399.12714,7.1341643,1001,378.03711,9.5497398,1001,.46592519,.027503323,1001,.53239292,.025628224,2167,1166,1573,735,1545,1573,959
TIMSS,2023,KWT,4,1,bul_pv=1,1166,374.65765,7.3519406,1166,350.6785,8.573307,1166,.35466719,.029051065,1166,.43066114,.029089587,2167,1166,1573,735,1545,1573,959
TIMSS,2023,KWT,8,0,all,2224,397.69348,5.3511143,2224,434.35544,4.8511372,2224,.32899866,.019505395,2224,.18786442,.022657096,2224,688,1202,419,1161,1213,963
TIMSS,2023,KWT,8,0,bul_any=1,1213,389.83398,6.1527743,1213,424.8288,5.8022599,1213,.29851592,.020272445,1213,.17267479,.025541861,2224,688,1202,419,1161,1213,963
TIMSS,2023,KWT,8,0,bul_c_all=0,1261,406.69144,8.352066,1261,442.51373,7.3295965,1261,.37055618,.030110683,1261,.22936369,.035190556,2224,688,1202,419,1161,1213,963
TIMSS,2023,KWT,8,0,bul_c_all=1,963,386.53293,7.0119267,963,424.23636,6.7779803,963,.27745309,.031053191,963,.13639109,.032504801,2224,688,1202,419,1161,1213,963
TIMSS,2023,KWT,8,0,bul_ev_all=0,1022,406.68069,5.650136,1022,445.13162,4.9193878,1022,.36352095,.023345411,1022,.20568524,.026266705,2224,688,1202,419,1161,1213,963
TIMSS,2023,KWT,8,0,bul_ev_all=1,1202,389.81381,6.1684666,1202,424.90726,5.8443594,1202,.29873067,.02023313,1202,.17223974,.025701938,2224,688,1202,419,1161,1213,963
TIMSS,2023,KWT,8,0,bul_ev_o=0,1805,403.01358,5.2249441,1805,441.4989,4.6036134,1805,.35665166,.020098409,1805,.20095666,.023649212,2224,688,1202,419,1161,1213,963
TIMSS,2023,KWT,8,0,bul_ev_o=1,419,374.5676,7.7777205,419,403.30368,8.2656031,419,.20879427,.028962208,419,.130954,.027886475,2224,688,1202,419,1161,1213,963
TIMSS,2023,KWT,8,0,bul_ev_trad=0,1063,406.1488,5.6026111,1063,444.11447,4.6820598,1063,.36034137,.022627635,1063,.20336847,.025136128,2224,688,1202,419,1161,1213,963
TIMSS,2023,KWT,8,0,bul_ev_trad=1,1161,389.70151,6.2476425,1161,425.13123,5.8738484,1161,.29937354,.020735811,1161,.17321001,.025775224,2224,688,1202,419,1161,1213,963
TIMSS,2023,KWT,8,0,bul_pv=0,1536,403.11368,4.9283829,1536,441.58655,4.6348381,1536,.3516494,.020876031,1536,.19807519,.021937277,2224,688,1202,419,1161,1213,963
TIMSS,2023,KWT,8,0,bul_pv=1,688,384.96936,8.0637188,688,417.38013,6.718205,688,.27582511,.025343025,688,.16389421,.035096496,2224,688,1202,419,1161,1213,963
TIMSS,2023,KWT,8,1,all,2108,399.59351,8.1091042,2108,405.35547,9.3158827,2108,.27537176,.028675681,2108,.22754374,.02833692,2108,907,1348,502,1318,1355,989
TIMSS,2023,KWT,8,1,bul_any=1,1355,399.10428,7.6413522,1355,404.29791,9.043869,1355,.26779902,.027885711,1355,.22604711,.027322363,2108,907,1348,502,1318,1355,989
TIMSS,2023,KWT,8,1,bul_c_all=0,1119,414.43195,14.05003,1119,417.74936,15.397264,1119,.3258605,.049164247,1119,.28988427,.051096287,2108,907,1348,502,1318,1355,989
TIMSS,2023,KWT,8,1,bul_c_all=1,989,379.95398,7.0493989,989,388.95142,8.6655588,989,.20854707,.02605032,989,.14503253,.023488238,2108,907,1348,502,1318,1355,989
TIMSS,2023,KWT,8,1,bul_ev_all=0,760,400.28568,10.51727,760,406.86713,11.150774,760,.28804797,.038283061,760,.23070002,.03670327,2108,907,1348,502,1318,1355,989
TIMSS,2023,KWT,8,1,bul_ev_all=1,1348,399.17682,7.7107277,1348,404.44547,9.0306301,1348,.26774096,.027665654,1348,.22564374,.027599815,2108,907,1348,502,1318,1355,989
TIMSS,2023,KWT,8,1,bul_ev_o=0,1606,403.20047,7.7438474,1606,412.27582,9.3041334,1606,.29395869,.03048186,1606,.23706611,.028219959,2108,907,1348,502,1318,1355,989
TIMSS,2023,KWT,8,1,bul_ev_o=1,502,388.0376,12.190751,502,383.18427,11.954035,502,.21582362,.032670118,502,.19703633,.043594006,2108,907,1348,502,1318,1355,989
TIMSS,2023,KWT,8,1,bul_ev_trad=0,790,400.8259,10.306007,790,407.70596,10.987454,790,.29135224,.037429836,790,.23037544,.035528619,2108,907,1348,502,1318,1355,989
TIMSS,2023,KWT,8,1,bul_ev_trad=1,1318,398.80841,7.7664914,1318,403.85806,9.0750952,1318,.26519141,.027743215,1318,.22573981,.027983751,2108,907,1348,502,1318,1355,989
TIMSS,2023,KWT,8,1,bul_pv=0,1201,403.58386,9.198494,1201,411.30777,10.183162,1201,.29445091,.03422251,1201,.24098206,.033663422,2108,907,1348,502,1318,1355,989
TIMSS,2023,KWT,8,1,bul_pv=1,907,393.98441,8.5180655,907,396.98849,9.4454651,907,.24855292,.02718517,907,.208654,.02969907,2108,907,1348,502,1318,1355,989
TIMSS,2023,LTU,4,0,all,2252,554.14191,3.1947114,2252,538.92322,2.9446206,2252,.96138799,.0077122194,2252,.9717589,.0054335515,2252,790,1254,394,1221,1254,344
TIMSS,2023,LTU,4,0,bul_any=1,1254,545.66528,3.4968619,1254,531.10693,3.3424711,1254,.94972217,.0087460447,1254,.96239042,.0080256779,2252,790,1254,394,1221,1254,344
TIMSS,2023,LTU,4,0,bul_c_all=0,1908,552.51697,3.2326486,1908,537.63245,3.0682824,1908,.96341532,.0076291803,1908,.97317111,.0058049522,2252,790,1254,394,1221,1254,344
TIMSS,2023,LTU,4,0,bul_c_all=1,344,563.96466,11.535048,344,546.72577,10.972544,344,.94913268,.022972213,344,.96322191,.016138719,2252,790,1254,394,1221,1254,344
TIMSS,2023,LTU,4,0,bul_ev_all=0,998,565.23138,3.839613,998,549.1488,3.5445635,998,.97664982,.0095378449,998,.98401511,.0053712316,2252,790,1254,394,1221,1254,344
TIMSS,2023,LTU,4,0,bul_ev_all=1,1254,545.66528,3.4968619,1254,531.10693,3.3424711,1254,.94972217,.0087460447,1254,.96239042,.0080256779,2252,790,1254,394,1221,1254,344
TIMSS,2023,LTU,4,0,bul_ev_o=0,1858,562.72687,3.2289906,1858,547.43713,2.9085228,1858,.97722495,.0067974003,1858,.98245639,.0038933866,2252,790,1254,394,1221,1254,344
TIMSS,2023,LTU,4,0,bul_ev_o=1,394,513.32953,5.5203495,394,498.44843,5.5480723,394,.88610029,.0219969,394,.92090356,.022777898,2252,790,1254,394,1221,1254,344
TIMSS,2023,LTU,4,0,bul_ev_trad=0,1031,564.91943,3.7609932,1031,548.94214,3.4310956,1031,.97716159,.0095885685,1031,.98428446,.0049287891,2252,790,1254,394,1221,1254,344
TIMSS,2023,LTU,4,0,bul_ev_trad=1,1221,545.39569,3.5931413,1221,530.7926,3.4423959,1221,.94858736,.0087478915,1221,.9615941,.0082422141,2252,790,1254,394,1221,1254,344
TIMSS,2023,LTU,4,0,bul_pv=0,1462,562.55127,3.5138178,1462,547.96063,3.379756,1462,.97531229,.0082736434,1462,.9807207,.0050925026,2252,790,1254,394,1221,1254,344
TIMSS,2023,LTU,4,0,bul_pv=1,790,538.8576,4.0116405,790,522.49744,3.6044223,790,.93608028,.011430156,790,.95547056,.011289074,2252,790,1254,394,1221,1254,344
TIMSS,2023,LTU,4,1,all,2268,566.89777,3.2458272,2268,535.03558,3.2642851,2268,.95425868,.0082628485,2268,.9765467,.0057808035,2268,980,1522,530,1499,1522,334
TIMSS,2023,LTU,4,1,bul_any=1,1522,562.17938,3.4589458,1522,528.6225,3.6486685,1522,.94284701,.010388694,1522,.97310537,.0076864553,2268,980,1522,530,1499,1522,334
TIMSS,2023,LTU,4,1,bul_c_all=0,1934,567.63489,3.3190541,1934,535.75079,3.3217866,1934,.95988345,.0075846044,1934,.97973984,.005844634,2268,980,1522,530,1499,1522,334
TIMSS,2023,LTU,4,1,bul_c_all=1,334,562.37024,13.713422,334,530.6427,12.826589,334,.91971099,.037406757,334,.95693433,.020384211,2268,980,1522,530,1499,1522,334
TIMSS,2023,LTU,4,1,bul_ev_all=0,746,576.66913,4.1234756,746,548.31683,3.7171612,746,.97789162,.0086017661,746,.98367363,.0063126106,2268,980,1522,530,1499,1522,334
TIMSS,2023,LTU,4,1,bul_ev_all=1,1522,562.17938,3.4589458,1522,528.6225,3.6486685,1522,.94284701,.010388694,1522,.97310537,.0076864553,2268,980,1522,530,1499,1522,334
TIMSS,2023,LTU,4,1,bul_ev_o=0,1738,577.57281,3.1895254,1738,547.87787,3.1542723,1738,.97810948,.005663584,1738,.98754668,.0043073278,2268,980,1522,530,1499,1522,334
TIMSS,2023,LTU,4,1,bul_ev_o=1,530,532.49701,4.9637604,530,493.65097,5.0366917,530,.87739867,.024424262,530,.94109905,.019304719,2268,980,1522,530,1499,1522,334
TIMSS,2023,LTU,4,1,bul_ev_trad=0,769,576.25568,4.0838528,769,547.69391,3.6962545,769,.97761804,.0087681254,769,.9841342,.0061292993,2268,980,1522,530,1499,1522,334
TIMSS,2023,LTU,4,1,bul_ev_trad=1,1499,562.18176,3.4726856,1499,528.65637,3.6594093,1499,.94248664,.010543386,1499,.97272301,.0077903569,2268,980,1522,530,1499,1522,334
TIMSS,2023,LTU,4,1,bul_pv=0,1288,574.53894,3.6512012,1288,546.32928,3.4240746,1288,.97659659,.006437717,1288,.98420215,.0056894892,2268,980,1522,530,1499,1522,334
TIMSS,2023,LTU,4,1,bul_pv=1,980,557.18457,4.0622592,980,520.67957,4.1777959,980,.92586368,.01367567,980,.96681547,.011524917,2268,980,1522,530,1499,1522,334
TIMSS,2023,LTU,8,0,all,2715,510.04544,2.9674664,2715,520.97559,2.6787009,2715,.7184791,.013377707,2715,.65416777,.013914615,2715,635,1277,365,1247,1290,551
TIMSS,2023,LTU,8,0,bul_any=1,1290,504.61514,3.6537139,1290,517.33588,3.5407708,1290,.70782459,.01820758,1290,.64176881,.018542154,2715,635,1277,365,1247,1290,551
TIMSS,2023,LTU,8,0,bul_c_all=0,2164,508.27942,3.4267008,2164,519.34357,2.9710968,2164,.71406066,.014753102,2164,.64744991,.015018814,2715,635,1277,365,1247,1290,551
TIMSS,2023,LTU,8,0,bul_c_all=1,551,516.42328,8.4482203,551,526.86957,7.9998674,551,.73443621,.045158114,551,.67842907,.041029792,2715,635,1277,365,1247,1290,551
TIMSS,2023,LTU,8,0,bul_ev_all=0,1438,515.45813,3.329293,1438,524.73706,2.9744151,1438,.73038816,.015876483,1438,.6669268,.016047921,2715,635,1277,365,1247,1290,551
TIMSS,2023,LTU,8,0,bul_ev_all=1,1277,504.25128,3.7113452,1277,516.94897,3.5833974,1277,.70573074,.01869069,1277,.64050949,.018854711,2715,635,1277,365,1247,1290,551
TIMSS,2023,LTU,8,0,bul_ev_o=0,2350,514.56085,2.9282596,2350,525.633,2.6245079,2350,.73549747,.012696567,2350,.67079031,.01375663,2715,635,1277,365,1247,1290,551
TIMSS,2023,LTU,8,0,bul_ev_o=1,365,482.15686,6.1963477,365,492.20984,5.8800416,365,.61336857,.035200782,365,.55150175,.035404582,2715,635,1277,365,1247,1290,551
TIMSS,2023,LTU,8,0,bul_ev_trad=0,1468,515.68793,3.3010848,1468,525.0343,2.9797626,1468,.73121578,.015804704,1468,.667431,.016086223,2715,635,1277,365,1247,1290,551
TIMSS,2023,LTU,8,0,bul_ev_trad=1,1247,503.70602,3.6514397,1247,516.41559,3.5513074,1247,.70416939,.018334035,1247,.63926643,.018687509,2715,635,1277,365,1247,1290,551
TIMSS,2023,LTU,8,0,bul_pv=0,2080,515.63257,2.987942,2080,526.38904,2.649632,2080,.73665529,.01306397,2080,.676121,.013762967,2715,635,1277,365,1247,1290,551
TIMSS,2023,LTU,8,0,bul_pv=1,635,492.11288,4.9353318,635,503.60049,4.8134394,635,.66014057,.025324287,635,.58370632,.026286243,2715,635,1277,365,1247,1290,551
TIMSS,2023,LTU,8,1,all,2706,517.17566,3.8416848,2706,517.59229,3.9777317,2706,.68276626,.016231444,2706,.66470522,.017656073,2706,740,1181,461,1161,1190,586
TIMSS,2023,LTU,8,1,bul_any=1,1190,513.60077,4.336617,1190,512.6618,4.5600367,1190,.66059643,.021470007,1190,.64756501,.021981457,2706,740,1181,461,1161,1190,586
TIMSS,2023,LTU,8,1,bul_c_all=0,2120,514.11511,4.2568631,2120,514.59277,4.2985153,2120,.67153174,.018666314,2120,.65470469,.020440923,2706,740,1181,461,1161,1190,586
TIMSS,2023,LTU,8,1,bul_c_all=1,586,527.72119,11.11768,586,527.92737,10.181382,586,.72147584,.038918599,586,.69916302,.044878848,2706,740,1181,461,1161,1190,586
TIMSS,2023,LTU,8,1,bul_ev_all=0,1525,520.13507,4.3437133,1525,521.55066,4.3046184,1525,.70031846,.018799352,1525,.67840374,.019211816,2706,740,1181,461,1161,1190,586
TIMSS,2023,LTU,8,1,bul_ev_all=1,1181,513.37531,4.287961,1181,512.50903,4.5543418,1181,.66022623,.021587018,1181,.64711404,.022215113,2706,740,1181,461,1161,1190,586
TIMSS,2023,LTU,8,1,bul_ev_o=0,2245,522.73175,3.7173347,2245,524.19873,3.8296375,2245,.71155113,.015867038,2245,.68781114,.017317167,2706,740,1181,461,1161,1190,586
TIMSS,2023,LTU,8,1,bul_ev_o=1,461,490.15665,5.8354969,461,485.46533,6.2990394,461,.54278547,.033147007,461,.55234128,.033070359,2706,740,1181,461,1161,1190,586
TIMSS,2023,LTU,8,1,bul_ev_trad=0,1545,520.23615,4.2953405,1545,521.53693,4.236877,1545,.70123428,.018589785,1545,.67925417,.018945189,2706,740,1181,461,1161,1190,586
TIMSS,2023,LTU,8,1,bul_ev_trad=1,1161,513.13947,4.3039474,1161,512.39014,4.6260743,1161,.65841055,.021344772,1161,.64551806,.022319563,2706,740,1181,461,1161,1190,586
TIMSS,2023,LTU,8,1,bul_pv=0,1966,522.22626,3.9468148,1966,523.828,3.8430729,1966,.71218175,.016503919,1966,.68563676,.018213985,2706,740,1181,461,1161,1190,586
TIMSS,2023,LTU,8,1,bul_pv=1,740,503.77316,5.1060119,740,501.04492,5.8261228,740,.6047079,.027801566,740,.60916036,.025799591,2706,740,1181,461,1161,1190,586
TIMSS,2023,LVA,4,0,all,2159,530.09167,3.6345329,2159,527.38562,3.356714,2159,.94971138,.0081581241,2159,.94292736,.0081822965,2159,821,1395,420,1367,1395,374
TIMSS,2023,LVA,4,0,bul_any=1,1395,523.83917,3.7272954,1395,520.72632,3.5074584,1395,.94296044,.010350483,1395,.93334299,.010442571,2159,821,1395,420,1367,1395,374
TIMSS,2023,LVA,4,0,bul_c_all=0,1785,529.37982,3.9783187,1785,526.47028,3.7436962,1785,.9470737,.0097010024,1785,.94159293,.0094825169,2159,821,1395,420,1367,1395,374
TIMSS,2023,LVA,4,0,bul_c_all=1,374,533.4082,7.0310063,374,531.65039,6.1504712,374,.96200007,.017423175,374,.9491446,.019651005,2159,821,1395,420,1367,1395,374
TIMSS,2023,LVA,4,0,bul_ev_all=0,764,542.51849,4.8832474,764,540.62097,4.4603229,764,.96312875,.013509268,764,.96197623,.010953426,2159,821,1395,420,1367,1395,374
TIMSS,2023,LVA,4,0,bul_ev_all=1,1395,523.83917,3.7272954,1395,520.72632,3.5074584,1395,.94296044,.010350483,1395,.93334299,.010442571,2159,821,1395,420,1367,1395,374
TIMSS,2023,LVA,4,0,bul_ev_o=0,1739,536.43695,3.5925329,1739,535.01147,3.2839689,1739,.96169156,.0078978781,1739,.95836449,.0079222601,2159,821,1395,420,1367,1395,374
TIMSS,2023,LVA,4,0,bul_ev_o=1,420,503.76703,5.9413471,420,495.74811,6.7128301,420,.90000886,.025473021,420,.87888283,.02661158,2159,821,1395,420,1367,1395,374
TIMSS,2023,LVA,4,0,bul_ev_trad=0,792,542.54572,4.8875494,792,540.29822,4.3275547,792,.96359491,.013096401,792,.96308446,.010675631,2159,821,1395,420,1367,1395,374
TIMSS,2023,LVA,4,0,bul_ev_trad=1,1367,523.53839,3.7164404,1367,520.59106,3.5581896,1367,.94240582,.010425267,1367,.93232071,.010578208,2159,821,1395,420,1367,1395,374
TIMSS,2023,LVA,4,0,bul_pv=0,1338,538.96527,4.1042528,1338,537.01166,3.650224,1338,.9599731,.010046993,1338,.96019906,.0077924333,2159,821,1395,420,1367,1395,374
TIMSS,2023,LVA,4,0,bul_pv=1,821,516.5639,4.4358268,821,512.71075,4.8316717,821,.93406731,.016082758,821,.91659659,.014997543,2159,821,1395,420,1367,1395,374
TIMSS,2023,LVA,4,1,all,2140,538.28259,3.0148747,2140,523.80389,3.350678,2140,.93100536,.011201784,2140,.95600742,.0059535466,2140,1022,1591,601,1563,1591,415
TIMSS,2023,LVA,4,1,bul_any=1,1591,533.08569,3.3449688,1591,517.91974,4.1510806,1591,.92627412,.013651936,1591,.9519065,.0070670769,2140,1022,1591,601,1563,1591,415
TIMSS,2023,LVA,4,1,bul_c_all=0,1725,540.03326,3.3108299,1725,524.62341,3.9704046,1725,.92712027,.013511447,1725,.95401794,.0073409835,2140,1022,1591,601,1563,1591,415
TIMSS,2023,LVA,4,1,bul_c_all=1,415,530.81982,6.7301412,415,520.3103,5.6916695,415,.94756657,.014899041,415,.96448815,.01242812,2140,1022,1591,601,1563,1591,415
TIMSS,2023,LVA,4,1,bul_ev_all=0,549,554.03131,4.9286942,549,541.63525,5.3951378,549,.94534296,.013473134,549,.96843505,.011092025,2140,1022,1591,601,1563,1591,415
TIMSS,2023,LVA,4,1,bul_ev_all=1,1591,533.08569,3.3449688,1591,517.91974,4.1510806,1591,.92627412,.013651936,1591,.9519065,.0070670769,2140,1022,1591,601,1563,1591,415
TIMSS,2023,LVA,4,1,bul_ev_o=0,1539,551.89154,3.1783338,1539,537.97766,3.1931748,1539,.95724469,.0076091709,1539,.97212958,.0056607211,2140,1022,1591,601,1563,1591,415
TIMSS,2023,LVA,4,1,bul_ev_o=1,601,504.71793,4.2244282,601,488.84631,5.3881187,601,.86628985,.027170265,601,.91624445,.013696889,2140,1022,1591,601,1563,1591,415
TIMSS,2023,LVA,4,1,bul_ev_trad=0,577,553.53772,4.9685607,577,540.89075,5.0785885,577,.94383454,.013017566,577,.96662867,.011007491,2140,1022,1591,601,1563,1591,415
TIMSS,2023,LVA,4,1,bul_ev_trad=1,1563,532.84167,3.3183799,1563,517.70972,4.2060843,1563,.92642975,.01373544,1563,.95221931,.0068195164,2140,1022,1591,601,1563,1591,415
TIMSS,2023,LVA,4,1,bul_pv=0,1118,551.12524,3.9658179,1118,538.0553,3.494251,1118,.95270211,.0093845241,1118,.96501678,.0076800687,2140,1022,1591,601,1563,1591,415
TIMSS,2023,LVA,4,1,bul_pv=1,1022,524.81494,3.4902191,1022,508.85901,5.0279317,1022,.90825289,.019973274,1022,.94655973,.0091199065,2140,1022,1591,601,1563,1591,415
TIMSS,2023,MAC,4,0,all,2657,571.78442,1.371395,2657,530.07196,1.5382533,2657,.93725777,.0059764539,2657,.98034441,.0032725765,2657,796,1491,305,1450,1491,316
TIMSS,2023,MAC,4,0,bul_any=1,1491,559.70135,1.7990088,1491,516.27032,2.0497251,1491,.91273355,.0091622211,1491,.97285354,.0045459415,2657,796,1491,305,1450,1491,316
TIMSS,2023,MAC,4,0,bul_c_all=0,2341,574.34082,1.4394323,2341,534.10999,1.6360784,2341,.94267809,.0058740522,2341,.9818868,.0029970068,2657,796,1491,305,1450,1491,316
TIMSS,2023,MAC,4,0,bul_c_all=1,316,554.43738,3.7757089,316,502.67072,4.4676795,316,.90047657,.012750552,316,.96987784,.012289326,2657,796,1491,305,1450,1491,316
TIMSS,2023,MAC,4,0,bul_ev_all=0,1166,587.3349,2.1838198,1166,547.83417,2.3045552,1166,.96881962,.006937868,1166,.98998481,.0032359841,2657,796,1491,305,1450,1491,316
TIMSS,2023,MAC,4,0,bul_ev_all=1,1491,559.70135,1.7990088,1491,516.27032,2.0497251,1491,.91273355,.0091622211,1491,.97285354,.0045459415,2657,796,1491,305,1450,1491,316
TIMSS,2023,MAC,4,0,bul_ev_o=0,2352,578.552,1.3589865,2352,537.79376,1.6284151,2352,.95901459,.0047917534,2352,.98784357,.0028855838,2657,796,1491,305,1450,1491,316
TIMSS,2023,MAC,4,0,bul_ev_o=1,305,520.27545,5.1838703,305,471.30017,5.3951092,305,.77166337,.033015169,305,.92326707,.018913958,2657,796,1491,305,1450,1491,316
TIMSS,2023,MAC,4,0,bul_ev_trad=0,1207,586.18701,2.1796186,1207,546.16132,2.3312736,1207,.96543157,.0074045244,1207,.98913896,.003111179,2657,796,1491,305,1450,1491,316
TIMSS,2023,MAC,4,0,bul_ev_trad=1,1450,559.87244,1.8071569,1450,516.76483,2.0547843,1450,.91395593,.0097637139,1450,.97307062,.0049189241,2657,796,1491,305,1450,1491,316
TIMSS,2023,MAC,4,0,bul_pv=0,1861,581.1236,1.6217012,1861,540.48047,1.8667192,1861,.96042877,.0056599029,1861,.98740357,.0033686885,2657,796,1491,305,1450,1491,316
TIMSS,2023,MAC,4,0,bul_pv=1,796,550.02655,2.7601397,796,505.82272,3.0662646,796,.88327509,.013807907,796,.96389836,.0075617591,2657,796,1491,305,1450,1491,316
TIMSS,2023,MAC,4,1,all,2856,591.60474,1.5663962,2856,541.11859,2.0666852,2856,.95345205,.00434335,2856,.98431951,.0029893734,2856,1157,1851,426,1817,1851,143
TIMSS,2023,MAC,4,1,bul_any=1,1851,584.78088,2.0003896,1851,532.72992,2.5571275,1851,.93762088,.0064552887,1851,.97759366,.004446059,2856,1157,1851,426,1817,1851,143
TIMSS,2023,MAC,4,1,bul_c_all=0,2713,593.26483,1.5300577,2713,543.02045,2.0054603,2713,.95741123,.0043185758,2713,.98652667,.0030025048,2856,1157,1851,426,1817,1851,143
TIMSS,2023,MAC,4,1,bul_c_all=1,143,561.72064,8.2206984,143,506.88153,7.0111046,143,.88217974,.028076364,143,.94458675,.026384134,2856,1157,1851,426,1817,1851,143
