assessment,year,countrycode,grade,male,subgroup,n_score_timss_math,m_score_timss_math,se_score_timss_math,n_score_timss_scie,m_score_timss_scie,se_score_timss_scie,n_sdg411_scie,m_sdg411_scie,se_sdg411_scie,n_sdg411_math,m_sdg411_math,se_sdg411_math,n_total,n_bul_pv,n_bul_ev_all,n_bul_ev_o,n_bul_ev_trad,n_bul_any,n_bul_c_all
TIMSS,2023,AUS,8,1,bul_ev_trad=1,2500,519.57874,4.1703615,2500,533.42035,3.8999159,2500,.7415424,.015568934,2500,.68136591,.018471586,4380,1871,2551,949,2500,2572,1737
TIMSS,2023,AUS,8,1,bul_pv=0,2509,512.99615,5.1922126,2509,523.6236,4.9127889,2509,.70479274,.020493876,2509,.66315091,.023028111,4380,1871,2551,949,2500,2572,1737
TIMSS,2023,AUS,8,1,bul_pv=1,1871,517.7688,4.2840157,1871,530.42249,4.4474478,1871,.72912592,.018131355,1871,.67017108,.020005982,4380,1871,2551,949,2500,2572,1737
TIMSS,2023,AUT,8,0,all,2303,508.70898,2.4476874,2303,508.68542,2.8693566,2303,.67748612,.014189801,2303,.6982407,.017188786,2303,627,1285,351,1256,1294,1322
TIMSS,2023,AUT,8,0,bul_any=1,1294,500.85898,2.8452663,1294,499.86545,3.7111852,1294,.63596183,.018865561,1294,.65738851,.018841336,2303,627,1285,351,1256,1294,1322
TIMSS,2023,AUT,8,0,bul_c_all=0,981,516.05835,4.487299,981,515.18048,5.2388992,981,.70166695,.030925887,981,.73205543,.028282948,2303,627,1285,351,1256,1294,1322
TIMSS,2023,AUT,8,0,bul_c_all=1,1322,502.81638,4.9098659,1322,503.47781,5.5644493,1322,.6580984,.024468327,1322,.67112875,.030222554,2303,627,1285,351,1256,1294,1322
TIMSS,2023,AUT,8,0,bul_ev_all=0,1018,518.65863,3.3913226,1018,519.901,3.8116612,1018,.7305727,.021789055,1018,.75079703,.023733355,2303,627,1285,351,1256,1294,1322
TIMSS,2023,AUT,8,0,bul_ev_all=1,1285,500.81375,2.8498926,1285,499.78568,3.7213283,1285,.6353609,.01882958,1285,.65653628,.0187108,2303,627,1285,351,1256,1294,1322
TIMSS,2023,AUT,8,0,bul_ev_o=0,1952,512.14166,2.5346832,1952,512.36835,2.9514058,1952,.69293147,.015802911,1952,.71466386,.018312352,2303,627,1285,351,1256,1294,1322
TIMSS,2023,AUT,8,0,bul_ev_o=1,351,490.28424,5.0308142,351,488.91766,6.9686685,351,.5945847,.034442935,351,.61009091,.035346389,2303,627,1285,351,1256,1294,1322
TIMSS,2023,AUT,8,0,bul_ev_trad=0,1047,518.90039,3.3490579,1047,520.34686,3.6772242,1047,.73178428,.021290371,1047,.75191295,.024147453,2303,627,1285,351,1256,1294,1322
TIMSS,2023,AUT,8,0,bul_ev_trad=1,1256,500.20016,2.8270533,1256,498.94931,3.7361794,1256,.63215268,.019293563,1256,.65342987,.019285068,2303,627,1285,351,1256,1294,1322
TIMSS,2023,AUT,8,0,bul_pv=0,1676,515.38989,2.9358881,1676,516.62012,3.4587524,1676,.71455002,.017338119,1676,.73224503,.020086626,2303,627,1285,351,1256,1294,1322
TIMSS,2023,AUT,8,0,bul_pv=1,627,491.30875,3.5827177,627,488.01981,4.3358021,627,.58095419,.027116643,627,.60967749,.025941793,2303,627,1285,351,1256,1294,1322
TIMSS,2023,AUT,8,1,all,2336,515.37634,2.7288589,2336,514.63037,2.7024379,2336,.68782121,.016222607,2336,.71226108,.01755215,2336,852,1406,396,1381,1432,1345
TIMSS,2023,AUT,8,1,bul_any=1,1432,514.57062,3.0916991,1432,514.72717,3.1909428,1432,.69329965,.020225512,1432,.71037179,.020065429,2336,852,1406,396,1381,1432,1345
TIMSS,2023,AUT,8,1,bul_c_all=0,991,521.16888,5.4327278,991,520.58881,5.849875,991,.72174358,.030239455,991,.73534644,.033772435,2336,852,1406,396,1381,1432,1345
TIMSS,2023,AUT,8,1,bul_c_all=1,1345,510.81381,5.2970033,1345,509.93719,5.8271265,1345,.66110212,.029540177,1345,.69407785,.030091198,2336,852,1406,396,1381,1432,1345
TIMSS,2023,AUT,8,1,bul_ev_all=0,930,516.4173,3.754446,930,514.54388,4.1971345,930,.67917836,.022673065,930,.7145555,.024143051,2336,852,1406,396,1381,1432,1345
TIMSS,2023,AUT,8,1,bul_ev_all=1,1406,514.68781,3.0221834,1406,514.68756,3.2296743,1406,.69353783,.01931496,1406,.71074349,.019617941,2336,852,1406,396,1381,1432,1345
TIMSS,2023,AUT,8,1,bul_ev_o=0,1940,519.07452,2.7866931,1940,519.67371,2.7985842,1940,.71218294,.016789297,1940,.7301991,.018313989,2336,852,1406,396,1381,1432,1345
TIMSS,2023,AUT,8,1,bul_ev_o=1,396,496.94421,5.6885724,396,489.49384,6.077126,396,.56639993,.032420926,396,.6228562,.035352375,2336,852,1406,396,1381,1432,1345
TIMSS,2023,AUT,8,1,bul_ev_trad=0,955,516.80286,3.7046597,955,514.63605,4.1344905,955,.67992598,.021818941,955,.71677661,.023717351,2336,852,1406,396,1381,1432,1345
TIMSS,2023,AUT,8,1,bul_ev_trad=1,1381,514.39618,3.0230722,1381,514.62646,3.2573867,1381,.69324607,.019174991,1381,.70915836,.019721923,2336,852,1406,396,1381,1432,1345
TIMSS,2023,AUT,8,1,bul_pv=0,1484,518.61267,2.9610121,1484,518.2124,2.993686,1484,.70584482,.016194599,1484,.72869605,.019226508,2336,852,1406,396,1381,1432,1345
TIMSS,2023,AUT,8,1,bul_pv=1,852,509.61917,4.2030087,852,508.25818,4.2351689,852,.6557585,.028288133,852,.68302447,.028672792,2336,852,1406,396,1381,1432,1345
TIMSS,2023,AZE,4,0,all,2843,495.51083,4.1332541,2843,427.63971,3.2260606,2843,.65185863,.016826373,2843,.8528955,.014079626,2843,841,1592,527,1531,1592,740
TIMSS,2023,AZE,4,0,bul_any=1,1592,483.2038,4.2028046,1592,417.37814,3.6529577,1592,.59736943,.020996224,1592,.82011223,.016078321,2843,841,1592,527,1531,1592,740
TIMSS,2023,AZE,4,0,bul_c_all=0,2103,495.27545,4.3909745,2103,427.3558,3.3643825,2103,.64765257,.017785199,2103,.84769917,.015571184,2843,841,1592,527,1531,1592,740
TIMSS,2023,AZE,4,0,bul_c_all=1,740,496.15048,9.7051697,740,428.41116,7.0475397,740,.663288,.040280882,740,.8670159,.033213492,2843,841,1592,527,1531,1592,740
TIMSS,2023,AZE,4,0,bul_ev_all=0,1251,511.52148,4.9619775,1251,440.98932,3.6877282,1251,.72274548,.023360549,1251,.89554441,.020903811,2843,841,1592,527,1531,1592,740
TIMSS,2023,AZE,4,0,bul_ev_all=1,1592,483.2038,4.2028046,1592,417.37814,3.6529577,1592,.59736943,.020996224,1592,.82011223,.016078321,2843,841,1592,527,1531,1592,740
TIMSS,2023,AZE,4,0,bul_ev_o=0,2316,504.164,4.2058005,2316,435.57751,3.0866187,2316,.69687879,.017201366,2316,.87925071,.01463144,2843,841,1592,527,1531,1592,740
TIMSS,2023,AZE,4,0,bul_ev_o=1,527,457.42459,5.7639751,527,392.70206,5.8763566,527,.45370597,.044746328,527,.73689526,.029049069,2843,841,1592,527,1531,1592,740
TIMSS,2023,AZE,4,0,bul_ev_trad=0,1312,509.61255,4.9110394,1312,439.67627,3.7195501,1312,.71546948,.02292278,1312,.88832188,.020951571,2843,841,1592,527,1531,1592,740
TIMSS,2023,AZE,4,0,bul_ev_trad=1,1531,483.72678,4.2212195,1531,417.58139,3.6852753,1531,.59870237,.021468541,1531,.82329154,.016303703,2843,841,1592,527,1531,1592,740
TIMSS,2023,AZE,4,0,bul_pv=0,2002,504.40955,4.3877735,2002,435.21545,3.2379425,2002,.68918878,.019650333,2002,.87534451,.016447864,2843,841,1592,527,1531,1592,740
TIMSS,2023,AZE,4,0,bul_pv=1,841,473.62903,4.8377752,841,409.01105,4.4420953,841,.56006438,.028059416,841,.79769361,.018546646,2843,841,1592,527,1531,1592,740
TIMSS,2023,AZE,4,1,all,3214,492.81711,3.4762912,3214,416.39133,3.5514364,3214,.58898377,.019821672,3214,.82346654,.010673602,3214,1289,2085,925,2023,2085,840
TIMSS,2023,AZE,4,1,bul_any=1,2085,486.20215,3.5613091,2085,410.34756,3.6229734,2085,.56044525,.018587226,2085,.80976504,.01356444,3214,1289,2085,925,2023,2085,840
TIMSS,2023,AZE,4,1,bul_c_all=0,2374,494.80286,4.4498506,2374,416.83847,4.2142391,2374,.5887183,.021198839,2374,.82770485,.014254184,3214,1289,2085,925,2023,2085,840
TIMSS,2023,AZE,4,1,bul_c_all=1,840,487.22833,8.3779068,840,415.13287,7.5249176,840,.58973092,.041984353,840,.81153822,.031662185,3214,1289,2085,925,2023,2085,840
TIMSS,2023,AZE,4,1,bul_ev_all=0,1129,504.08234,4.9016395,1129,426.68384,4.549304,1129,.63758469,.029454388,1129,.84680009,.020371519,3214,1289,2085,925,2023,2085,840
TIMSS,2023,AZE,4,1,bul_ev_all=1,2085,486.20215,3.5613091,2085,410.34756,3.6229734,2085,.56044525,.018587226,2085,.80976504,.01356444,3214,1289,2085,925,2023,2085,840
TIMSS,2023,AZE,4,1,bul_ev_o=0,2289,501.25699,4.0216832,2289,425.7485,3.9227753,2289,.63782263,.022256926,2289,.842453,.012515453,3214,1289,2085,925,2023,2085,840
TIMSS,2023,AZE,4,1,bul_ev_o=1,925,471.2305,4.7187986,925,392.45853,4.8767381,925,.46406886,.029228522,925,.77490509,.021827664,3214,1289,2085,925,2023,2085,840
TIMSS,2023,AZE,4,1,bul_ev_trad=0,1191,503.19232,4.8450866,1191,426.01715,4.5735912,1191,.63423264,.028664691,1191,.84500527,.019571213,3214,1289,2085,925,2023,2085,840
TIMSS,2023,AZE,4,1,bul_ev_trad=1,2023,486.21722,3.512743,2023,410.26813,3.571007,2023,.56019998,.018711833,2023,.80976534,.01325057,3214,1289,2085,925,2023,2085,840
TIMSS,2023,AZE,4,1,bul_pv=0,1925,500.14648,4.2546716,1925,423.71808,3.8521779,1925,.62692469,.025263939,1925,.83733368,.014505011,3214,1289,2085,925,2023,2085,840
TIMSS,2023,AZE,4,1,bul_pv=1,1289,481.18472,4.1183524,1289,404.76312,4.618434,1289,.52876794,.021803822,1289,.80145812,.018894078,3214,1289,2085,925,2023,2085,840
TIMSS,2023,AZE,8,0,all,2963,479.66318,3.8896101,2963,414.46283,3.0777464,2963,.2237899,.013496464,2963,.52858931,.018139612,2963,918,1502,512,1443,1520,870
TIMSS,2023,AZE,8,0,bul_any=1,1520,465.4039,4.3176942,1520,405.7941,3.7868478,1520,.19297287,.017415477,1520,.46600032,.022094078,2963,918,1502,512,1443,1520,870
TIMSS,2023,AZE,8,0,bul_c_all=0,2093,482.70981,4.1859498,2093,418.4935,3.3622241,2093,.23509726,.016926998,2093,.54007608,.020371703,2963,918,1502,512,1443,1520,870
TIMSS,2023,AZE,8,0,bul_c_all=1,870,473.10223,8.106781,870,405.78265,6.2853508,870,.19943939,.021954488,870,.50385243,.034438532,2963,918,1502,512,1443,1520,870
TIMSS,2023,AZE,8,0,bul_ev_all=0,1461,494.46985,4.8946939,1461,423.50095,3.5240543,1461,.2581906,.018476078,1461,.59290344,.02423778,2963,918,1502,512,1443,1520,870
TIMSS,2023,AZE,8,0,bul_ev_all=1,1502,465.33868,4.2555628,1502,405.71899,3.8102901,1502,.19050939,.017371906,1502,.46636948,.022129599,2963,918,1502,512,1443,1520,870
TIMSS,2023,AZE,8,0,bul_ev_o=0,2451,486.39957,4.126122,2451,418.14508,3.3443816,2451,.23960699,.015067728,2451,.5537402,.020717967,2963,918,1502,512,1443,1520,870
TIMSS,2023,AZE,8,0,bul_ev_o=1,512,448.16306,6.4162207,512,397.24414,5.9881124,512,.14982741,.028860055,512,.41098094,.032136887,2963,918,1502,512,1443,1520,870
TIMSS,2023,AZE,8,0,bul_ev_trad=0,1520,494.15341,4.8570795,1520,423.35147,3.4605401,1520,.25858477,.017887561,1520,.59234309,.023955448,2963,918,1502,512,1443,1520,870
TIMSS,2023,AZE,8,0,bul_ev_trad=1,1443,464.67075,4.3824663,1443,405.26608,3.8350585,1443,.1877891,.016659422,1443,.46262589,.021955553,2963,918,1502,512,1443,1520,870
TIMSS,2023,AZE,8,0,bul_pv=0,2045,490.073,4.4586439,2045,420.43939,3.5048034,2045,.24930443,.015475826,2045,.57605582,.021704264,2963,918,1502,512,1443,1520,870
TIMSS,2023,AZE,8,0,bul_pv=1,918,457.517,5.3919954,918,401.74805,4.785821,918,.16950943,.022117892,918,.42760745,.025597995,2963,918,1502,512,1443,1520,870
TIMSS,2023,AZE,8,1,all,3211,477.72974,4.3611045,3211,408.48752,3.5324154,3211,.20924346,.013940499,3211,.5257113,.01817039,3211,1211,1730,745,1661,1763,903
TIMSS,2023,AZE,8,1,bul_any=1,1763,469.84641,5.1418128,1763,403.62991,4.3324637,1763,.19713376,.016223839,1763,.48627949,.022535522,3211,1211,1730,745,1661,1763,903
TIMSS,2023,AZE,8,1,bul_c_all=0,2308,481.69824,4.5758424,2308,413.37631,4.0141563,2308,.22620526,.016924459,2308,.54405165,.019103721,3211,1211,1730,745,1661,1763,903
TIMSS,2023,AZE,8,1,bul_c_all=1,903,468.10159,9.1355553,903,396.62656,6.2287111,903,.16809162,.022060318,903,.48121491,.041668084,3211,1211,1730,745,1661,1763,903
TIMSS,2023,AZE,8,1,bul_ev_all=0,1481,487.0538,4.9477453,1481,414.40195,3.8177176,1481,.22499304,.020006573,1481,.57188004,.02045607,3211,1211,1730,745,1661,1763,903
TIMSS,2023,AZE,8,1,bul_ev_all=1,1730,469.8298,5.1820292,1730,403.47644,4.3574858,1730,.19589943,.016296672,1730,.4865942,.022612069,3211,1211,1730,745,1661,1763,903
TIMSS,2023,AZE,8,1,bul_ev_o=0,2466,480.92081,4.5560751,2466,411.28107,3.5458758,2466,.21887794,.015249277,2466,.54105288,.018673813,3211,1211,1730,745,1661,1763,903
TIMSS,2023,AZE,8,1,bul_ev_o=1,745,466.75574,6.7052879,745,398.88055,6.0290103,745,.1761106,.022550153,745,.47295177,.031610921,3211,1211,1730,745,1661,1763,903
TIMSS,2023,AZE,8,1,bul_ev_trad=0,1550,486.49487,4.8906093,1550,414.08243,3.7214849,1550,.22313198,.019046402,1550,.56787914,.020174801,3211,1211,1730,745,1661,1763,903
TIMSS,2023,AZE,8,1,bul_ev_trad=1,1661,469.71518,5.3182197,1661,403.3717,4.5064878,1661,.19654422,.016793223,1661,.4871543,.023157015,3211,1211,1730,745,1661,1763,903
TIMSS,2023,AZE,8,1,bul_pv=0,2000,484.27332,4.4330831,2000,412.23151,3.542913,2000,.22293524,.016938427,2000,.5609349,.016702611,3211,1211,1730,745,1661,1763,903
TIMSS,2023,AZE,8,1,bul_pv=1,1211,466.85315,5.6995826,1211,402.26434,4.7245622,1211,.18648529,.018721877,1211,.46716341,.028024914,3211,1211,1730,745,1661,1763,903
TIMSS,2023,BGR,4,0,all,1968,528.09198,3.9529915,1968,530.72668,4.9254484,1968,.88460875,.017628103,1968,.90649199,.014283394,1968,544,1148,282,1129,1148,235
TIMSS,2023,BGR,4,0,bul_any=1,1148,519.17377,4.8276582,1148,520.18036,6.4298925,1148,.87093067,.02326466,1148,.88781089,.018465396,1968,544,1148,282,1129,1148,235
TIMSS,2023,BGR,4,0,bul_c_all=0,1733,536.50439,3.1581142,1733,541.20349,3.7789693,1733,.91882288,.012036473,1733,.9347263,.0089679034,1968,544,1148,282,1129,1148,235
TIMSS,2023,BGR,4,0,bul_c_all=1,235,478.53433,20.377735,235,469.00745,25.073666,235,.68305206,.080815963,235,.74016285,.070267297,1968,544,1148,282,1129,1148,235
TIMSS,2023,BGR,4,0,bul_ev_all=0,820,540.13129,5.982532,820,544.96381,6.916048,820,.90307367,.023274602,820,.9317109,.022029812,1968,544,1148,282,1129,1148,235
TIMSS,2023,BGR,4,0,bul_ev_all=1,1148,519.17377,4.8276582,1148,520.18036,6.4298925,1148,.87093067,.02326466,1148,.88781089,.018465396,1968,544,1148,282,1129,1148,235
TIMSS,2023,BGR,4,0,bul_ev_o=0,1686,532.51892,3.9268746,1686,536.52472,4.7632895,1686,.89514917,.017617149,1686,.91741836,.014092389,1968,544,1148,282,1129,1148,235
TIMSS,2023,BGR,4,0,bul_ev_o=1,282,502.74167,9.0668201,282,497.52484,11.883703,282,.82424986,.039352916,282,.84392345,.038131088,1968,544,1148,282,1129,1148,235
TIMSS,2023,BGR,4,0,bul_ev_trad=0,839,540.1756,5.8536959,839,544.57483,6.7847271,839,.90422136,.022508385,839,.93256533,.02149171,1968,544,1148,282,1129,1148,235
TIMSS,2023,BGR,4,0,bul_ev_trad=1,1129,518.7428,4.9214454,1129,520.01221,6.5014362,1129,.86943424,.023910966,1129,.88631886,.018754898,1968,544,1148,282,1129,1148,235
TIMSS,2023,BGR,4,0,bul_pv=0,1424,537.71027,4.3440971,1424,541.56641,5.245739,1424,.90309006,.018469485,1424,.92878461,.014561028,1968,544,1148,282,1129,1148,235
TIMSS,2023,BGR,4,0,bul_pv=1,544,503.38864,6.9899449,544,502.88611,8.9495602,544,.83714169,.029254055,544,.84923625,.027659064,1968,544,1148,282,1129,1148,235
TIMSS,2023,BGR,4,1,all,2135,531.50043,4.0314765,2135,528.56958,5.4683285,2135,.86774111,.022702863,2135,.91099387,.015480945,2135,748,1366,370,1344,1366,281
TIMSS,2023,BGR,4,1,bul_any=1,1366,520.56744,4.5968308,1366,518.13824,6.0822287,1366,.85544157,.027579449,1366,.89952403,.020558566,2135,748,1366,370,1344,1366,281
TIMSS,2023,BGR,4,1,bul_c_all=0,1854,541.21539,3.6669104,1854,541.47296,4.8054953,1854,.908526,.016781179,1854,.93702614,.009767117,2135,748,1366,370,1344,1366,281
TIMSS,2023,BGR,4,1,bul_c_all=1,281,479.78983,18.443392,281,459.88776,22.731649,281,.65065241,.092393085,281,.77242982,.069609329,2135,748,1366,370,1344,1366,281
TIMSS,2023,BGR,4,1,bul_ev_all=0,769,550.11084,6.8370061,769,546.32605,8.4787626,769,.88867766,.030421624,769,.93051803,.022893237,2135,748,1366,370,1344,1366,281
TIMSS,2023,BGR,4,1,bul_ev_all=1,1366,520.56744,4.5968308,1366,518.13824,6.0822287,1366,.85544157,.027579449,1366,.89952403,.020558566,2135,748,1366,370,1344,1366,281
TIMSS,2023,BGR,4,1,bul_ev_o=0,1765,540.27368,4.0200605,1765,538.33142,5.4055119,1765,.88749158,.021450549,1765,.92612934,.014200332,2135,748,1366,370,1344,1366,281
TIMSS,2023,BGR,4,1,bul_ev_o=1,370,492.38821,7.2760615,370,485.05011,10.131905,370,.77969116,.051196013,370,.8435179,.036699206,2135,748,1366,370,1344,1366,281
TIMSS,2023,BGR,4,1,bul_ev_trad=0,791,550.08069,6.6048083,791,546.10181,8.2477312,791,.89011157,.029642442,791,.92993873,.022338958,2135,748,1366,370,1344,1366,281
TIMSS,2023,BGR,4,1,bul_ev_trad=1,1344,520.09686,4.6631627,1344,517.8092,6.166893,1344,.85401124,.02820792,1344,.8993665,.020690305,2135,748,1366,370,1344,1366,281
TIMSS,2023,BGR,4,1,bul_pv=0,1387,542.91943,4.5118041,1387,539.52161,6.074852,1387,.88693595,.023188518,1387,.92815512,.014668883,2135,748,1366,370,1344,1366,281
TIMSS,2023,BGR,4,1,bul_pv=1,748,510.02417,5.6678562,748,507.97153,7.9023433,748,.83164042,.033439647,748,.87871778,.025645152,2135,748,1366,370,1344,1366,281
TIMSS,2023,BHR,4,0,all,2677,465.76035,5.6470728,2677,491.92032,5.2656679,2677,.833767,.01390897,2677,.75811356,.019655108,2677,990,1447,548,1414,1447,231
TIMSS,2023,BHR,4,0,bul_any=1,1447,454.56873,5.8270574,1447,480.29135,5.2469907,1447,.80197608,.018139664,1447,.72066277,.021645905,2677,990,1447,548,1414,1447,231
TIMSS,2023,BHR,4,0,bul_c_all=0,2446,464.418,5.7315016,2446,490.65564,5.4443884,2446,.83256179,.014043604,2446,.75556731,.020649515,2677,990,1447,548,1414,1447,231
TIMSS,2023,BHR,4,0,bul_c_all=1,231,481.38541,24.363434,231,506.64127,18.346184,231,.84779561,.039636135,231,.78775251,.05963628,2677,990,1447,548,1414,1447,231
TIMSS,2023,BHR,4,0,bul_ev_all=0,1230,478.8569,6.3957753,1230,505.52866,6.4176202,1230,.87096906,.014687585,1230,.80193889,.02104599,2677,990,1447,548,1414,1447,231
TIMSS,2023,BHR,4,0,bul_ev_all=1,1447,454.56873,5.8270574,1447,480.29135,5.2469907,1447,.80197608,.018139664,1447,.72066277,.021645905,2677,990,1447,548,1414,1447,231
TIMSS,2023,BHR,4,0,bul_ev_o=0,2129,475.36804,5.9276581,2129,503.53986,5.6231408,2129,.86812532,.014215219,2129,.79572254,.019483801,2677,990,1447,548,1414,1447,231
TIMSS,2023,BHR,4,0,bul_ev_o=1,548,425.79285,7.381362,548,443.58368,6.3634996,548,.69083816,.027977036,548,.60166234,.034403972,2677,990,1447,548,1414,1447,231
TIMSS,2023,BHR,4,0,bul_ev_trad=0,1263,478.17862,6.4431047,1263,504.85196,6.350841,1263,.86998695,.014416265,1263,.80144709,.02097063,2677,990,1447,548,1414,1447,231
TIMSS,2023,BHR,4,0,bul_ev_trad=1,1414,454.6077,5.7682271,1414,480.30661,5.280797,1414,.80123842,.018534997,1414,.7191965,.021630915,2677,990,1447,548,1414,1447,231
TIMSS,2023,BHR,4,0,bul_pv=0,1687,476.21527,6.235899,1687,503.4144,6.0490961,1687,.86252892,.01611861,1687,.79324168,.022600388,2677,990,1447,548,1414,1447,231
TIMSS,2023,BHR,4,0,bul_pv=1,990,447.40576,5.8421183,990,471.74142,5.4880867,990,.78327292,.020305049,990,.69644308,.023145799,2677,990,1447,548,1414,1447,231
TIMSS,2023,BHR,4,1,all,2758,457.75378,5.2107339,2758,459.44363,4.7455473,2758,.69935912,.018480711,2758,.7007252,.020964097,2758,1564,1995,920,1951,1995,383
TIMSS,2023,BHR,4,1,bul_any=1,1995,452.31653,5.4495749,1995,451.89349,4.8721638,1995,.67853206,.019920306,1995,.6859473,.02390917,2758,1564,1995,920,1951,1995,383
TIMSS,2023,BHR,4,1,bul_c_all=0,2375,457.63654,5.9167008,2375,460.0126,5.4499183,2375,.69922525,.021649003,2375,.69627798,.023784455,2758,1564,1995,920,1951,1995,383
TIMSS,2023,BHR,4,1,bul_c_all=1,383,458.59772,11.073102,383,455.34827,11.199942,383,.70032257,.038741961,383,.73273641,.049197085,2758,1564,1995,920,1951,1995,383
TIMSS,2023,BHR,4,1,bul_ev_all=0,763,472.84506,6.965888,763,480.39926,6.8693228,763,.75716513,.02691799,763,.7417416,.02581724,2758,1564,1995,920,1951,1995,383
TIMSS,2023,BHR,4,1,bul_ev_all=1,1995,452.31653,5.4495749,1995,451.89349,4.8721638,1995,.67853206,.019920306,1995,.6859473,.02390917,2758,1564,1995,920,1951,1995,383
TIMSS,2023,BHR,4,1,bul_ev_o=0,1838,471.55362,5.1267328,1838,478.08063,4.8425646,1838,.75877613,.015530948,1838,.74822754,.018475072,2758,1564,1995,920,1951,1995,383
TIMSS,2023,BHR,4,1,bul_ev_o=1,920,430.62741,6.8277631,920,422.80884,6.505044,920,.5825628,.029538523,920,.60734969,.033219304,2758,1564,1995,920,1951,1995,383
TIMSS,2023,BHR,4,1,bul_ev_trad=0,807,472.77072,7.070817,807,480.017,6.8657112,807,.75789523,.026469406,807,.74022663,.026157683,2758,1564,1995,920,1951,1995,383
TIMSS,2023,BHR,4,1,bul_ev_trad=1,1951,451.89633,5.3389764,1951,451.41885,4.795207,1951,.67652667,.020249195,1951,.6853174,.023851503,2758,1564,1995,920,1951,1995,383
TIMSS,2023,BHR,4,1,bul_pv=0,1194,469.3584,6.0604835,1194,475.19275,6.0704651,1194,.74184841,.02245599,1194,.72605044,.022647699,2758,1564,1995,920,1951,1995,383
TIMSS,2023,BHR,4,1,bul_pv=1,1564,449.33432,5.8250852,1564,448.01721,4.9532981,1564,.66853189,.022158559,1564,.68235105,.026513243,2758,1564,1995,920,1951,1995,383
TIMSS,2023,BHR,8,0,all,2461,431.15665,2.732733,2461,471.62994,2.5455763,2461,.48610741,.016530586,2461,.31479108,.012943289,2461,848,1307,397,1286,1327,151
TIMSS,2023,BHR,8,0,bul_any=1,1327,419.48553,3.9109013,1327,459.46194,2.9256122,1327,.43432692,.019594373,1327,.27166378,.01569286,2461,848,1307,397,1286,1327,151
TIMSS,2023,BHR,8,0,bul_c_all=0,2310,430.3783,2.8932111,2310,471.04617,2.6886368,2310,.4825156,.017613865,2310,.31148925,.013366919,2461,848,1307,397,1286,1327,151
TIMSS,2023,BHR,8,0,bul_c_all=1,151,446.66272,7.844183,151,483.2601,7.4906898,151,.55766475,.051177964,151,.38057145,.052608348,2461,848,1307,397,1286,1327,151
TIMSS,2023,BHR,8,0,bul_ev_all=0,1154,445.98157,2.6924417,1154,487.07968,3.2697568,1154,.55320591,.020470085,1154,.3702167,.01853836,2461,848,1307,397,1286,1327,151
TIMSS,2023,BHR,8,0,bul_ev_all=1,1307,418.46259,4.024919,1307,458.40091,3.0257087,1307,.42865345,.019289322,1307,.2673322,.016037798,2461,848,1307,397,1286,1327,151
TIMSS,2023,BHR,8,0,bul_ev_o=0,2064,436.21909,2.5779824,2064,478.64328,2.7360516,2064,.51276714,.015811846,2064,.33189484,.013749457,2461,848,1307,397,1286,1327,151
TIMSS,2023,BHR,8,0,bul_ev_o=1,397,404.75543,6.8919168,397,435.05475,6.0729718,397,.34707442,.034989722,397,.22559336,.026835624,2461,848,1307,397,1286,1327,151
TIMSS,2023,BHR,8,0,bul_ev_trad=0,1175,445.46414,2.6455185,1175,486.83133,3.2135367,1175,.55206269,.01993645,1175,.36863267,.018036736,2461,848,1307,397,1286,1327,151
TIMSS,2023,BHR,8,0,bul_ev_trad=1,1286,418.47989,4.009551,1286,458.16119,3.1102788,1286,.42766958,.019672409,1286,.26708627,.016501186,2461,848,1307,397,1286,1327,151
