countrycode,countryname,region,regionname,adminregion,adminregionname,incomelevel,incomelevelname,lendingtype,lendingtypename,grade,male,year,bullying_pv25,bullying_pv50,bullying_pv75,bullying_ev_all25,bullying_ev_all50,bullying_ev_all75,bullying_ev_online25,bullying_ev_online50,bullying_ev_online75,bullying_ev_trad25,bullying_ev_trad50,bullying_ev_trad75,bullying_c_all,violence_c_all,violence_c_cp,violence_c_teach,bullying_index,bullying_pv,bullying_ev_all,bullying_ev_online,bullying_ev_trad
ZAF,South Africa,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2019,,,,,,,,,,,,,.44046259,1,.14921011,1,8.508656467500257,.54853517,.80009162,.3431142,.78704113
ZAF,South Africa,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2019,,,,,,,,,,,,,.43482891,1,.14233203,1,8.25472595460125,.60475963,.83370131,.43776762,.81608725
ZAF,South Africa,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,-9,2019,.12716763,.44315991,.37379575,.046242774,.22543353,.7283237,.46435452,.04238921,.0019267823,.053949904,.24662814,.69942194,.41447046,.42892569,.1932943,.059971251,8.438915489091272,.69807458,.83253783,.29022455,.82304078
ZAF,South Africa,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,0,2019,,,,,,,,,,,,,.41273177,.42798248,.18411419,.062460642,8.472089798685523,.69928002,.83177733,.26729587,.82349241
ZAF,South Africa,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,1,2019,,,,,,,,,,,,,.41624844,.42989022,.20268179,.057425626,8.402778888744269,.69676644,.83336306,.31510603,.82255065
ZAF,South Africa,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2023,.25263157,.47719297,.15087719,.056140352,.19649123,.65614033,.34385964,.29473683,.038596492,.059649121,.21052632,.63508773,.44881892,1,.28237873,1,8.909843735990869,.52537173,.72449708,.36507803,.71288121
ZAF,South Africa,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2023,,,,,,,,,,,,,.4464646,1,.28233659,1,9.016518342652383,.49430484,.70941317,.32866281,.69727224
ZAF,South Africa,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2023,,,,,,,,,,,,,.45103523,1,.2824184,1,8.802747457727049,.55611372,.73942322,.40111241,.72832692
ZAF,South Africa,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,-9,2023,.11743772,.32740214,.47686833,.049822062,.16725978,.71174377,.49466193,.078291818,0,.053380784,.17081851,.70462632,.60580367,.63296807,.33087346,.26316658,8.895439905557859,.67120767,.77742106,.29107282,.76766843
ZAF,South Africa,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,0,2023,,,,,,,,,,,,,.61215973,.63678128,.33824632,.26256707,8.910978763751343,.65884459,.76012206,.26529646,.75363672
ZAF,South Africa,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,1,2023,,,,,,,,,,,,,.5992223,.62901968,.32323927,.2637873,8.879553609051159,.68451166,.79603666,.31881097,.78276807
